Event,Type,Net,Length,Maturity,Board,Dorsal,Lateral
38,RMT8,1,38,J,1,JR260B_krill_image_64.JPG,JR260B_krill_image_63.JPG
38,RMT8,1,39,J,1,JR260B_krill_image_64.JPG,JR260B_krill_image_63.JPG
38,RMT8,1,41,J,2,JR260B_krill_image_65.JPG,JR260B_krill_image_66.JPG
38,RMT8,1,37,J,2,JR260B_krill_image_65.JPG,JR260B_krill_image_66.JPG
38,RMT8,1,36,J,2,JR260B_krill_image_65.JPG,JR260B_krill_image_66.JPG
38,RMT8,1,35,J,2,JR260B_krill_image_65.JPG,JR260B_krill_image_66.JPG
38,RMT8,1,39,J,2,JR260B_krill_image_65.JPG,JR260B_krill_image_66.JPG
38,RMT8,1,38,J,2,JR260B_krill_image_65.JPG,JR260B_krill_image_66.JPG
38,RMT8,1,37,J,2,JR260B_krill_image_65.JPG,JR260B_krill_image_66.JPG
38,RMT8,1,37,J,2,JR260B_krill_image_65.JPG,JR260B_krill_image_66.JPG
38,RMT8,1,38,J,2,JR260B_krill_image_65.JPG,JR260B_krill_image_66.JPG
38,RMT8,1,42,J,2,JR260B_krill_image_65.JPG,JR260B_krill_image_66.JPG
38,RMT8,1,36,J,2,JR260B_krill_image_65.JPG,JR260B_krill_image_66.JPG
38,RMT8,1,42,J,2,JR260B_krill_image_65.JPG,JR260B_krill_image_66.JPG
38,RMT8,1,42,J,2,JR260B_krill_image_65.JPG,JR260B_krill_image_66.JPG
38,RMT8,1,39,J,2,JR260B_krill_image_65.JPG,JR260B_krill_image_66.JPG
38,RMT8,1,41,J,2,JR260B_krill_image_65.JPG,JR260B_krill_image_66.JPG
38,RMT8,1,39,J,2,JR260B_krill_image_65.JPG,JR260B_krill_image_66.JPG
38,RMT8,1,42,J,2,JR260B_krill_image_65.JPG,JR260B_krill_image_66.JPG
38,RMT8,1,37,J,2,JR260B_krill_image_65.JPG,JR260B_krill_image_66.JPG
38,RMT8,1,42,J,2,JR260B_krill_image_65.JPG,JR260B_krill_image_66.JPG
38,RMT8,1,41,J,2,JR260B_krill_image_65.JPG,JR260B_krill_image_66.JPG
38,RMT8,1,37,J,3,JR260B_krill_image_67.JPG,JR260B_krill_image_68.JPG
38,RMT8,1,41,J,3,JR260B_krill_image_67.JPG,JR260B_krill_image_68.JPG
38,RMT8,1,37,J,3,JR260B_krill_image_67.JPG,JR260B_krill_image_68.JPG
38,RMT8,1,36,J,3,JR260B_krill_image_67.JPG,JR260B_krill_image_68.JPG
38,RMT8,1,38,J,3,JR260B_krill_image_67.JPG,JR260B_krill_image_68.JPG
38,RMT8,1,37,J,3,JR260B_krill_image_67.JPG,JR260B_krill_image_68.JPG
38,RMT8,1,41,J,3,JR260B_krill_image_67.JPG,JR260B_krill_image_68.JPG
38,RMT8,1,37,J,3,JR260B_krill_image_67.JPG,JR260B_krill_image_68.JPG
38,RMT8,1,37,J,3,JR260B_krill_image_67.JPG,JR260B_krill_image_68.JPG
38,RMT8,1,38,J,3,JR260B_krill_image_67.JPG,JR260B_krill_image_68.JPG
38,RMT8,1,32,J,3,JR260B_krill_image_67.JPG,JR260B_krill_image_68.JPG
38,RMT8,1,36,J,3,JR260B_krill_image_67.JPG,JR260B_krill_image_68.JPG
38,RMT8,1,42,J,3,JR260B_krill_image_67.JPG,JR260B_krill_image_68.JPG
38,RMT8,1,42,J,3,JR260B_krill_image_67.JPG,JR260B_krill_image_68.JPG
38,RMT8,1,44,J,3,JR260B_krill_image_67.JPG,JR260B_krill_image_68.JPG
38,RMT8,1,39,J,3,JR260B_krill_image_67.JPG,JR260B_krill_image_68.JPG
38,RMT8,1,32,J,3,JR260B_krill_image_67.JPG,JR260B_krill_image_68.JPG
38,RMT8,1,38,J,3,JR260B_krill_image_67.JPG,JR260B_krill_image_68.JPG
38,RMT8,1,56,FA3,3,JR260B_krill_image_67.JPG,JR260B_krill_image_68.JPG
38,RMT8,1,58,FA3,3,JR260B_krill_image_67.JPG,JR260B_krill_image_68.JPG
38,RMT8,1,50,FA3,4,JR260B_krill_image_69.JPG,JR260B_krill_image_70.JPG
38,RMT8,1,57,FA3,4,JR260B_krill_image_69.JPG,JR260B_krill_image_70.JPG
38,RMT8,1,51,FA3,4,JR260B_krill_image_69.JPG,JR260B_krill_image_70.JPG
38,RMT8,1,56,FA3,4,JR260B_krill_image_69.JPG,JR260B_krill_image_70.JPG
38,RMT8,1,55,MA2,4,JR260B_krill_image_69.JPG,JR260B_krill_image_70.JPG
38,RMT8,1,52,MA2,4,JR260B_krill_image_69.JPG,JR260B_krill_image_70.JPG
38,RMT8,1,51,MA2,4,JR260B_krill_image_69.JPG,JR260B_krill_image_70.JPG
38,RMT8,1,48,MA2,4,JR260B_krill_image_69.JPG,JR260B_krill_image_70.JPG
38,RMT8,1,52,MA2,4,JR260B_krill_image_69.JPG,JR260B_krill_image_70.JPG
38,RMT8,1,48,MA2,4,JR260B_krill_image_69.JPG,JR260B_krill_image_70.JPG
38,RMT8,1,52,FA2,4,JR260B_krill_image_69.JPG,JR260B_krill_image_70.JPG
38,RMT8,1,52,FA2,4,JR260B_krill_image_69.JPG,JR260B_krill_image_70.JPG
38,RMT8,1,50,FA2,4,JR260B_krill_image_69.JPG,JR260B_krill_image_70.JPG
38,RMT8,1,38,FS1,4,JR260B_krill_image_69.JPG,JR260B_krill_image_70.JPG
38,RMT8,1,42,FS1,4,JR260B_krill_image_69.JPG,JR260B_krill_image_70.JPG
38,RMT8,1,39,FS1,4,JR260B_krill_image_69.JPG,JR260B_krill_image_70.JPG
38,RMT8,1,40,FS1,4,JR260B_krill_image_69.JPG,JR260B_krill_image_70.JPG
38,RMT8,1,43,FS1,4,JR260B_krill_image_69.JPG,JR260B_krill_image_70.JPG
38,RMT8,1,41,FS1,4,JR260B_krill_image_69.JPG,JR260B_krill_image_70.JPG
38,RMT8,1,40,FS1,4,JR260B_krill_image_69.JPG,JR260B_krill_image_70.JPG
38,RMT8,1,37,FS1,5,JR260B_krill_image_72.JPG,JR260B_krill_image_71.JPG
38,RMT8,1,41,FS1,5,JR260B_krill_image_72.JPG,JR260B_krill_image_71.JPG
38,RMT8,1,40,FS1,5,JR260B_krill_image_72.JPG,JR260B_krill_image_71.JPG
38,RMT8,1,39,FS1,5,JR260B_krill_image_72.JPG,JR260B_krill_image_71.JPG
38,RMT8,1,45,FS1,5,JR260B_krill_image_72.JPG,JR260B_krill_image_71.JPG
38,RMT8,1,42,FS1,5,JR260B_krill_image_72.JPG,JR260B_krill_image_71.JPG
38,RMT8,1,38,FS1,5,JR260B_krill_image_72.JPG,JR260B_krill_image_71.JPG
38,RMT8,1,43,MS2,5,JR260B_krill_image_72.JPG,JR260B_krill_image_71.JPG
38,RMT8,1,42,MS2,5,JR260B_krill_image_72.JPG,JR260B_krill_image_71.JPG
38,RMT8,1,43,MS2,5,JR260B_krill_image_72.JPG,JR260B_krill_image_71.JPG
38,RMT8,1,41,MS2,5,JR260B_krill_image_72.JPG,JR260B_krill_image_71.JPG
38,RMT8,1,39,MS2,5,JR260B_krill_image_72.JPG,JR260B_krill_image_71.JPG
38,RMT8,1,38,MS1,5,JR260B_krill_image_72.JPG,JR260B_krill_image_71.JPG
38,RMT8,1,39,MS1,5,JR260B_krill_image_72.JPG,JR260B_krill_image_71.JPG
38,RMT8,1,34,MS1,5,JR260B_krill_image_72.JPG,JR260B_krill_image_71.JPG
38,RMT8,1,42,MS1,5,JR260B_krill_image_72.JPG,JR260B_krill_image_71.JPG
38,RMT8,1,36,MS1,5,JR260B_krill_image_72.JPG,JR260B_krill_image_71.JPG
38,RMT8,1,39,MS1,5,JR260B_krill_image_72.JPG,JR260B_krill_image_71.JPG
38,RMT8,1,41,MS1,5,JR260B_krill_image_72.JPG,JR260B_krill_image_71.JPG
38,RMT8,1,37,MS1,5,JR260B_krill_image_72.JPG,JR260B_krill_image_71.JPG
49,RMT8,1,54,FA2,1,JR260B_krill_image_74.JPG,JR260B_krill_image_73.JPG
49,RMT8,1,59,FA3,1,JR260B_krill_image_74.JPG,JR260B_krill_image_73.JPG
49,RMT8,1,47,FA2,1,JR260B_krill_image_74.JPG,JR260B_krill_image_73.JPG
49,RMT8,1,52,FA2,1,JR260B_krill_image_74.JPG,JR260B_krill_image_73.JPG
49,RMT8,1,58,MA2,1,JR260B_krill_image_74.JPG,JR260B_krill_image_73.JPG
49,RMT8,1,57,FA3,1,JR260B_krill_image_74.JPG,JR260B_krill_image_73.JPG
49,RMT8,1,55,FA2,1,JR260B_krill_image_74.JPG,JR260B_krill_image_73.JPG
49,RMT8,1,51,FA2,1,JR260B_krill_image_74.JPG,JR260B_krill_image_73.JPG
49,RMT8,1,57,FA3,1,JR260B_krill_image_74.JPG,JR260B_krill_image_73.JPG
49,RMT8,1,52,FA2,1,JR260B_krill_image_74.JPG,JR260B_krill_image_73.JPG
49,RMT8,1,58,FA2,1,JR260B_krill_image_74.JPG,JR260B_krill_image_73.JPG
49,RMT8,1,53,FA2,1,JR260B_krill_image_74.JPG,JR260B_krill_image_73.JPG
49,RMT8,1,56,MA1,1,JR260B_krill_image_74.JPG,JR260B_krill_image_73.JPG
49,RMT8,1,52,MA2,1,JR260B_krill_image_74.JPG,JR260B_krill_image_73.JPG
49,RMT8,1,53,FA3,1,JR260B_krill_image_74.JPG,JR260B_krill_image_73.JPG
49,RMT8,1,57,FA3,1,JR260B_krill_image_74.JPG,JR260B_krill_image_73.JPG
49,RMT8,1,54,FA3,1,JR260B_krill_image_74.JPG,JR260B_krill_image_73.JPG
49,RMT8,1,56,FA3,1,JR260B_krill_image_74.JPG,JR260B_krill_image_73.JPG
49,RMT8,1,54,FA3,1,JR260B_krill_image_74.JPG,JR260B_krill_image_73.JPG
49,RMT8,1,59,FA3,1,JR260B_krill_image_74.JPG,JR260B_krill_image_73.JPG
49,RMT8,1,48,FA3,2,JR260B_krill_image_75.JPG,JR260B_krill_image_76.JPG
49,RMT8,1,53,FA3,2,JR260B_krill_image_75.JPG,JR260B_krill_image_76.JPG
49,RMT8,1,53,MA1,2,JR260B_krill_image_75.JPG,JR260B_krill_image_76.JPG
49,RMT8,1,58,FA3,2,JR260B_krill_image_75.JPG,JR260B_krill_image_76.JPG
49,RMT8,1,48,FA3,2,JR260B_krill_image_75.JPG,JR260B_krill_image_76.JPG
49,RMT8,1,54,FA3,2,JR260B_krill_image_75.JPG,JR260B_krill_image_76.JPG
49,RMT8,1,55,FA3,2,JR260B_krill_image_75.JPG,JR260B_krill_image_76.JPG
49,RMT8,1,50,FA3,2,JR260B_krill_image_75.JPG,JR260B_krill_image_76.JPG
49,RMT8,1,48,FA3,2,JR260B_krill_image_75.JPG,JR260B_krill_image_76.JPG
49,RMT8,1,54,FA2,2,JR260B_krill_image_75.JPG,JR260B_krill_image_76.JPG
49,RMT8,1,54,FA2,2,JR260B_krill_image_75.JPG,JR260B_krill_image_76.JPG
49,RMT8,1,51,MA2,2,JR260B_krill_image_75.JPG,JR260B_krill_image_76.JPG
49,RMT8,1,54,MA2,2,JR260B_krill_image_75.JPG,JR260B_krill_image_76.JPG
49,RMT8,1,59,FA3,2,JR260B_krill_image_75.JPG,JR260B_krill_image_76.JPG
49,RMT8,1,49,FA2,2,JR260B_krill_image_75.JPG,JR260B_krill_image_76.JPG
49,RMT8,1,51,FA2,2,JR260B_krill_image_75.JPG,JR260B_krill_image_76.JPG
49,RMT8,1,55,FA3,2,JR260B_krill_image_75.JPG,JR260B_krill_image_76.JPG
49,RMT8,1,53,FA3,2,JR260B_krill_image_75.JPG,JR260B_krill_image_76.JPG
49,RMT8,1,54,FA3,2,JR260B_krill_image_75.JPG,JR260B_krill_image_76.JPG
49,RMT8,1,54,FA2,2,JR260B_krill_image_75.JPG,JR260B_krill_image_76.JPG
49,RMT8,1,59,FA3,3,JR260B_krill_image_77.JPG,JR260B_krill_image_78.JPG
49,RMT8,1,60,FA3,3,JR260B_krill_image_77.JPG,JR260B_krill_image_78.JPG
49,RMT8,1,59,FA3,3,JR260B_krill_image_77.JPG,JR260B_krill_image_78.JPG
49,RMT8,1,55,FA3,3,JR260B_krill_image_77.JPG,JR260B_krill_image_78.JPG
49,RMT8,1,52,FA3,3,JR260B_krill_image_77.JPG,JR260B_krill_image_78.JPG
49,RMT8,1,60,FA3,3,JR260B_krill_image_77.JPG,JR260B_krill_image_78.JPG
49,RMT8,1,57,FA3,3,JR260B_krill_image_77.JPG,JR260B_krill_image_78.JPG
49,RMT8,1,56,FA3,3,JR260B_krill_image_77.JPG,JR260B_krill_image_78.JPG
49,RMT8,1,53,FA3,3,JR260B_krill_image_77.JPG,JR260B_krill_image_78.JPG
49,RMT8,1,53,FA3,3,JR260B_krill_image_77.JPG,JR260B_krill_image_78.JPG
49,RMT8,1,54,FA3,3,JR260B_krill_image_77.JPG,JR260B_krill_image_78.JPG
49,RMT8,1,59,FA3,3,JR260B_krill_image_77.JPG,JR260B_krill_image_78.JPG
49,RMT8,1,55,FA3,3,JR260B_krill_image_77.JPG,JR260B_krill_image_78.JPG
49,RMT8,1,56,FA3,3,JR260B_krill_image_77.JPG,JR260B_krill_image_78.JPG
49,RMT8,1,56,FA3,3,JR260B_krill_image_77.JPG,JR260B_krill_image_78.JPG
49,RMT8,1,50,FA3,3,JR260B_krill_image_77.JPG,JR260B_krill_image_78.JPG
49,RMT8,1,59,FA3,3,JR260B_krill_image_77.JPG,JR260B_krill_image_78.JPG
49,RMT8,1,50,FA3,3,JR260B_krill_image_77.JPG,JR260B_krill_image_78.JPG
49,RMT8,1,53,FA3,3,JR260B_krill_image_77.JPG,JR260B_krill_image_78.JPG
49,RMT8,1,55,FA3,3,JR260B_krill_image_77.JPG,JR260B_krill_image_78.JPG
49,RMT8,1,52,MA1,4,JR260B_krill_image_79.JPG,JR260B_krill_image_80.JPG
49,RMT8,1,51,MA1,4,JR260B_krill_image_79.JPG,JR260B_krill_image_80.JPG
49,RMT8,1,56,MA2,4,JR260B_krill_image_79.JPG,JR260B_krill_image_80.JPG
49,RMT8,1,54,MA2,4,JR260B_krill_image_79.JPG,JR260B_krill_image_80.JPG
49,RMT8,1,53,MA2,4,JR260B_krill_image_79.JPG,JR260B_krill_image_80.JPG
49,RMT8,1,51,MA2,4,JR260B_krill_image_79.JPG,JR260B_krill_image_80.JPG
49,RMT8,1,55,FA2,4,JR260B_krill_image_79.JPG,JR260B_krill_image_80.JPG
49,RMT8,1,50,FA2,4,JR260B_krill_image_79.JPG,JR260B_krill_image_80.JPG
49,RMT8,1,51,FA2,4,JR260B_krill_image_79.JPG,JR260B_krill_image_80.JPG
49,RMT8,1,50,FA2,4,JR260B_krill_image_79.JPG,JR260B_krill_image_80.JPG
49,RMT8,1,49,FA2,4,JR260B_krill_image_79.JPG,JR260B_krill_image_80.JPG
49,RMT8,1,52,FA2,4,JR260B_krill_image_79.JPG,JR260B_krill_image_80.JPG
49,RMT8,1,52,FA2,4,JR260B_krill_image_79.JPG,JR260B_krill_image_80.JPG
49,RMT8,1,53,FA2,4,JR260B_krill_image_79.JPG,JR260B_krill_image_80.JPG
49,RMT8,1,56,FA2,4,JR260B_krill_image_79.JPG,JR260B_krill_image_80.JPG
49,RMT8,1,57,FA2,4,JR260B_krill_image_79.JPG,JR260B_krill_image_80.JPG
49,RMT8,1,55,FA2,4,JR260B_krill_image_79.JPG,JR260B_krill_image_80.JPG
49,RMT8,1,57,FA2,4,JR260B_krill_image_79.JPG,JR260B_krill_image_80.JPG
49,RMT8,1,53,FA2,4,JR260B_krill_image_79.JPG,JR260B_krill_image_80.JPG
49,RMT8,1,53,FA2,4,JR260B_krill_image_79.JPG,JR260B_krill_image_80.JPG
49,RMT8,1,46,MS1,5,JR260B_krill_image_81.JPG,JR260B_krill_image_82.JPG
49,RMT8,1,54,FA2,5,JR260B_krill_image_81.JPG,JR260B_krill_image_82.JPG
49,RMT8,1,51,FA2,5,JR260B_krill_image_81.JPG,JR260B_krill_image_82.JPG
49,RMT8,1,52,FA2,5,JR260B_krill_image_81.JPG,JR260B_krill_image_82.JPG
49,RMT8,1,55,FA3,5,JR260B_krill_image_81.JPG,JR260B_krill_image_82.JPG
49,RMT8,1,55,FA3,5,JR260B_krill_image_81.JPG,JR260B_krill_image_82.JPG
49,RMT8,1,51,FA3,5,JR260B_krill_image_81.JPG,JR260B_krill_image_82.JPG
49,RMT8,1,57,FA3,5,JR260B_krill_image_81.JPG,JR260B_krill_image_82.JPG
49,RMT8,1,56,FA3,5,JR260B_krill_image_81.JPG,JR260B_krill_image_82.JPG
49,RMT8,1,41,FS1,5,JR260B_krill_image_81.JPG,JR260B_krill_image_82.JPG
49,RMT8,1,54,FA3,5,JR260B_krill_image_81.JPG,JR260B_krill_image_82.JPG
49,RMT8,1,55,FA3,5,JR260B_krill_image_81.JPG,JR260B_krill_image_82.JPG
49,RMT8,1,55,FA3,5,JR260B_krill_image_81.JPG,JR260B_krill_image_82.JPG
49,RMT8,1,50,FA3,5,JR260B_krill_image_81.JPG,JR260B_krill_image_82.JPG
49,RMT8,1,56,FA3,5,JR260B_krill_image_81.JPG,JR260B_krill_image_82.JPG
49,RMT8,1,52,FA3,5,JR260B_krill_image_81.JPG,JR260B_krill_image_82.JPG
49,RMT8,1,52,FA3,5,JR260B_krill_image_81.JPG,JR260B_krill_image_82.JPG
49,RMT8,1,53,FA2,5,JR260B_krill_image_81.JPG,JR260B_krill_image_82.JPG
49,RMT8,1,58,FA3,5,JR260B_krill_image_81.JPG,JR260B_krill_image_82.JPG
49,RMT8,1,56,FA2,5,JR260B_krill_image_81.JPG,JR260B_krill_image_82.JPG
49,RMT8,2,53,FA2,1,JR260B_krill_image_83.JPG,JR260B_krill_image_84.JPG
49,RMT8,2,58,FA3,1,JR260B_krill_image_83.JPG,JR260B_krill_image_84.JPG
49,RMT8,2,52,FA3,1,JR260B_krill_image_83.JPG,JR260B_krill_image_84.JPG
49,RMT8,2,54,FA3,1,JR260B_krill_image_83.JPG,JR260B_krill_image_84.JPG
49,RMT8,2,57,FA3,1,JR260B_krill_image_83.JPG,JR260B_krill_image_84.JPG
49,RMT8,2,56,FA3,1,JR260B_krill_image_83.JPG,JR260B_krill_image_84.JPG
49,RMT8,2,52,FA3,1,JR260B_krill_image_83.JPG,JR260B_krill_image_84.JPG
49,RMT8,2,56,FA3,1,JR260B_krill_image_83.JPG,JR260B_krill_image_84.JPG
49,RMT8,2,51,FA2,1,JR260B_krill_image_83.JPG,JR260B_krill_image_84.JPG
49,RMT8,2,42,MS1,1,JR260B_krill_image_83.JPG,JR260B_krill_image_84.JPG
49,RMT8,2,48,FA2,1,JR260B_krill_image_83.JPG,JR260B_krill_image_84.JPG
49,RMT8,2,50,FA3,1,JR260B_krill_image_83.JPG,JR260B_krill_image_84.JPG
49,RMT8,2,53,FA2,1,JR260B_krill_image_83.JPG,JR260B_krill_image_84.JPG
49,RMT8,2,57,FA3,1,JR260B_krill_image_83.JPG,JR260B_krill_image_84.JPG
49,RMT8,2,50,FA2,1,JR260B_krill_image_83.JPG,JR260B_krill_image_84.JPG
49,RMT8,2,53,FA2,1,JR260B_krill_image_83.JPG,JR260B_krill_image_84.JPG
49,RMT8,2,51,FA2,1,JR260B_krill_image_83.JPG,JR260B_krill_image_84.JPG
49,RMT8,2,57,FA3,1,JR260B_krill_image_83.JPG,JR260B_krill_image_84.JPG
49,RMT8,2,43,FS1,1,JR260B_krill_image_83.JPG,JR260B_krill_image_84.JPG
49,RMT8,2,57,FA3,1,JR260B_krill_image_83.JPG,JR260B_krill_image_84.JPG
49,RMT8,2,49,FA2,2,JR260B_krill_image_85.JPG,JR260B_krill_image_86.JPG
49,RMT8,2,53,FA3,2,JR260B_krill_image_85.JPG,JR260B_krill_image_86.JPG
49,RMT8,2,51,FA2,2,JR260B_krill_image_85.JPG,JR260B_krill_image_86.JPG
49,RMT8,2,54,FA3,2,JR260B_krill_image_85.JPG,JR260B_krill_image_86.JPG
49,RMT8,2,51,MS3,2,JR260B_krill_image_85.JPG,JR260B_krill_image_86.JPG
49,RMT8,2,50,FA2,2,JR260B_krill_image_85.JPG,JR260B_krill_image_86.JPG
49,RMT8,2,50,FA3,2,JR260B_krill_image_85.JPG,JR260B_krill_image_86.JPG
49,RMT8,2,52,MS1,2,JR260B_krill_image_85.JPG,JR260B_krill_image_86.JPG
49,RMT8,2,54,FA3,2,JR260B_krill_image_85.JPG,JR260B_krill_image_86.JPG
49,RMT8,2,56,FA3,2,JR260B_krill_image_85.JPG,JR260B_krill_image_86.JPG
49,RMT8,2,51,FA2,2,JR260B_krill_image_85.JPG,JR260B_krill_image_86.JPG
49,RMT8,2,57,FA2,2,JR260B_krill_image_85.JPG,JR260B_krill_image_86.JPG
49,RMT8,2,50,FA2,2,JR260B_krill_image_85.JPG,JR260B_krill_image_86.JPG
49,RMT8,2,53,FA3,2,JR260B_krill_image_85.JPG,JR260B_krill_image_86.JPG
49,RMT8,2,53,FA3,2,JR260B_krill_image_85.JPG,JR260B_krill_image_86.JPG
49,RMT8,2,50,MA2,2,JR260B_krill_image_85.JPG,JR260B_krill_image_86.JPG
49,RMT8,2,50,FA2,2,JR260B_krill_image_85.JPG,JR260B_krill_image_86.JPG
49,RMT8,2,50,FA2,2,JR260B_krill_image_85.JPG,JR260B_krill_image_86.JPG
49,RMT8,2,54,FA2,2,JR260B_krill_image_85.JPG,JR260B_krill_image_86.JPG
49,RMT8,2,52,FA2,2,JR260B_krill_image_85.JPG,JR260B_krill_image_86.JPG
49,RMT8,2,47,FA2,3,JR260B_krill_image_85.JPG,JR260B_krill_image_86.JPG
49,RMT8,2,54,FA2,3,JR260B_krill_image_87.JPG,JR260B_krill_image_88.JPG
49,RMT8,2,50,FA2,3,JR260B_krill_image_87.JPG,JR260B_krill_image_88.JPG
49,RMT8,2,50,FA2,3,JR260B_krill_image_87.JPG,JR260B_krill_image_88.JPG
49,RMT8,2,55,FA2,3,JR260B_krill_image_87.JPG,JR260B_krill_image_88.JPG
49,RMT8,2,47,FA2,3,JR260B_krill_image_87.JPG,JR260B_krill_image_88.JPG
49,RMT8,2,54,FA2,3,JR260B_krill_image_87.JPG,JR260B_krill_image_88.JPG
49,RMT8,2,54,FA2,3,JR260B_krill_image_87.JPG,JR260B_krill_image_88.JPG
49,RMT8,2,50,FA2,3,JR260B_krill_image_87.JPG,JR260B_krill_image_88.JPG
49,RMT8,2,50,FA2,3,JR260B_krill_image_87.JPG,JR260B_krill_image_88.JPG
49,RMT8,2,51,FA2,3,JR260B_krill_image_87.JPG,JR260B_krill_image_88.JPG
49,RMT8,2,54,FA2,3,JR260B_krill_image_87.JPG,JR260B_krill_image_88.JPG
49,RMT8,2,50,FA2,3,JR260B_krill_image_87.JPG,JR260B_krill_image_88.JPG
49,RMT8,2,53,FA2,3,JR260B_krill_image_87.JPG,JR260B_krill_image_88.JPG
49,RMT8,2,54,FA2,3,JR260B_krill_image_87.JPG,JR260B_krill_image_88.JPG
49,RMT8,2,39,MS1,3,JR260B_krill_image_87.JPG,JR260B_krill_image_88.JPG
49,RMT8,2,41,FS1,3,JR260B_krill_image_87.JPG,JR260B_krill_image_88.JPG
49,RMT8,2,57,FA3,3,JR260B_krill_image_87.JPG,JR260B_krill_image_88.JPG
49,RMT8,2,57,FA3,3,JR260B_krill_image_87.JPG,JR260B_krill_image_88.JPG
49,RMT8,2,53,FA3,3,JR260B_krill_image_87.JPG,JR260B_krill_image_88.JPG
49,RMT8,2,59,FA3,4,JR260B_krill_image_89.JPG,JR260B_krill_image_90.JPG
49,RMT8,2,49,FA3,4,JR260B_krill_image_89.JPG,JR260B_krill_image_90.JPG
49,RMT8,2,54,FA3,4,JR260B_krill_image_89.JPG,JR260B_krill_image_90.JPG
49,RMT8,2,48,FA3,4,JR260B_krill_image_89.JPG,JR260B_krill_image_90.JPG
49,RMT8,2,50,FA3,4,JR260B_krill_image_89.JPG,JR260B_krill_image_90.JPG
49,RMT8,2,52,FA3,4,JR260B_krill_image_89.JPG,JR260B_krill_image_90.JPG
49,RMT8,2,56,FA3,4,JR260B_krill_image_89.JPG,JR260B_krill_image_90.JPG
49,RMT8,2,53,FA3,4,JR260B_krill_image_89.JPG,JR260B_krill_image_90.JPG
49,RMT8,2,55,FA3,4,JR260B_krill_image_89.JPG,JR260B_krill_image_90.JPG
49,RMT8,2,50,MA2,4,JR260B_krill_image_89.JPG,JR260B_krill_image_90.JPG
49,RMT8,2,49,FA2,4,JR260B_krill_image_89.JPG,JR260B_krill_image_90.JPG
49,RMT8,2,56,FA2,4,JR260B_krill_image_89.JPG,JR260B_krill_image_90.JPG
49,RMT8,2,51,FA2,4,JR260B_krill_image_89.JPG,JR260B_krill_image_90.JPG
49,RMT8,2,49,FA2,4,JR260B_krill_image_89.JPG,JR260B_krill_image_90.JPG
49,RMT8,2,50,FA2,4,JR260B_krill_image_89.JPG,JR260B_krill_image_90.JPG
49,RMT8,2,50,FA2,4,JR260B_krill_image_89.JPG,JR260B_krill_image_90.JPG
49,RMT8,2,54,FA2,4,JR260B_krill_image_89.JPG,JR260B_krill_image_90.JPG
49,RMT8,2,50,FA2,4,JR260B_krill_image_89.JPG,JR260B_krill_image_90.JPG
49,RMT8,2,53,MS3,4,JR260B_krill_image_89.JPG,JR260B_krill_image_90.JPG
49,RMT8,2,40,MS1,4,JR260B_krill_image_89.JPG,JR260B_krill_image_90.JPG
49,RMT8,2,50,FA3,5,JR260B_krill_image_91.JPG,JR260B_krill_image_92.JPG
49,RMT8,2,52,FA3,5,JR260B_krill_image_91.JPG,JR260B_krill_image_92.JPG
49,RMT8,2,56,FA3,5,JR260B_krill_image_91.JPG,JR260B_krill_image_92.JPG
49,RMT8,2,53,FA3,5,JR260B_krill_image_91.JPG,JR260B_krill_image_92.JPG
49,RMT8,2,54,FA3,5,JR260B_krill_image_91.JPG,JR260B_krill_image_92.JPG
49,RMT8,2,57,FA3,5,JR260B_krill_image_91.JPG,JR260B_krill_image_92.JPG
49,RMT8,2,56,FA3,5,JR260B_krill_image_91.JPG,JR260B_krill_image_92.JPG
49,RMT8,2,46,FA2,5,JR260B_krill_image_91.JPG,JR260B_krill_image_92.JPG
49,RMT8,2,43,MS3,5,JR260B_krill_image_91.JPG,JR260B_krill_image_92.JPG
49,RMT8,2,46,MS3,5,JR260B_krill_image_91.JPG,JR260B_krill_image_92.JPG
49,RMT8,2,50,FA2,5,JR260B_krill_image_91.JPG,JR260B_krill_image_92.JPG
49,RMT8,2,53,FA2,5,JR260B_krill_image_91.JPG,JR260B_krill_image_92.JPG
49,RMT8,2,52,FA2,5,JR260B_krill_image_91.JPG,JR260B_krill_image_92.JPG
49,RMT8,2,49,FA2,5,JR260B_krill_image_91.JPG,JR260B_krill_image_92.JPG
49,RMT8,2,55,FA2,5,JR260B_krill_image_91.JPG,JR260B_krill_image_92.JPG
49,RMT8,2,49,FA2,5,JR260B_krill_image_91.JPG,JR260B_krill_image_92.JPG
49,RMT8,2,53,FA2,5,JR260B_krill_image_91.JPG,JR260B_krill_image_92.JPG
49,RMT8,2,51,FA2,5,JR260B_krill_image_91.JPG,JR260B_krill_image_92.JPG
49,RMT8,2,52,FA2,5,JR260B_krill_image_91.JPG,JR260B_krill_image_92.JPG
50,RMT8,1,58,FA3,1,JR260B_krill_image_93.JPG,JR260B_krill_image_94.JPG
50,RMT8,1,50,FA3,1,JR260B_krill_image_93.JPG,JR260B_krill_image_94.JPG
50,RMT8,1,53,FA3,1,JR260B_krill_image_93.JPG,JR260B_krill_image_94.JPG
50,RMT8,1,51,FA3,1,JR260B_krill_image_93.JPG,JR260B_krill_image_94.JPG
50,RMT8,1,57,FA3,1,JR260B_krill_image_93.JPG,JR260B_krill_image_94.JPG
